particle,time,x,y
1,0.0,0.0,0.0
1,0.001001001001001001,-0.6551594791571511,0.4222941509991083
1,0.002002002002002002,0.7675612590495822,0.8159879647543271
1,0.003003003003003003,1.0582174277765692,1.4090935135665472
1,0.004004004004004004,1.508473610897389,0.5417197958839467
1,0.005005005005005005,0.07964294968520202,-0.269065291875619
1,0.006006006006006006,1.4994223911782083,0.632859024175743
1,0.007007007007007007,1.3747826963600078,0.38056765094543604
1,0.008008008008008008,0.9285021339037833,2.0542212969621163
1,0.009009009009009009,1.9988047120033825,1.1322538690796886
1,0.01001001001001001,0.41983514124460175,2.218298986102809
1,0.011011011011011011,-0.468786057646024,2.3950968982058214
1,0.012012012012012012,-0.006043783220554266,4.1317371319972835
1,0.013013013013013013,-0.33546842900629603,2.846609309093041
1,0.014014014014014014,0.05405504698971192,2.647049853598584
1,0.015015015015015015,0.5460743833112609,2.703318078040514
1,0.016016016016016016,-0.39241786072435936,4.057710001034626
1,0.017017017017017015,1.6062098236692623,4.279007700037593
1,0.018018018018018018,2.1438031393387247,4.9149045646297775
1,0.01901901901901902,0.4263021931693567,5.037284254038676
1,0.02002002002002002,-0.47575927810253327,5.759002276025085
1,0.02102102102102102,1.2096108648620638,6.032460091002585
1,0.022022022022022022,1.354119126534941,7.157988627297339
1,0.023023023023023025,1.9731208335735562,7.890333359834783
1,0.024024024024024024,3.9554805939863495,6.915798498651437
1,0.025025025025025023,4.704835089847407,7.226989817518442
1,0.026026026026026026,4.5977769842198235,6.759385999111884
1,0.02702702702702703,3.5471573482981418,5.943728471204648
1,0.028028028028028028,3.6003616500024065,5.153502665672095
1,0.029029029029029027,2.944966883765911,4.410724512557963
1,0.03003003003003003,1.391471196733238,4.870665506727109
1,0.031031031031031032,2.2094084530087628,3.576538579928739
1,0.03203203203203203,3.8447858052742108,3.1881227446257205
1,0.03303303303303303,4.444962790901288,2.949163122236757
1,0.03403403403403403,3.805925500055291,3.507880429636016
1,0.035035035035035036,2.8767271943112487,3.894426289282148
1,0.036036036036036036,4.2949837932506,4.782230713275057
1,0.037037037037037035,4.044990712296041,4.75815197467415
1,0.03803803803803804,2.8370189102009546,4.663125276070116
1,0.03903903903903904,3.6282785077853354,4.420283026903312
1,0.04004004004004004,2.2626293668908666,1.860960274327704
1,0.04104104104104104,1.807037123533921,-0.40463172987383533
1,0.04204204204204204,1.9553278865826647,1.024637041784809
1,0.043043043043043044,1.8751455206342589,2.1369752581367125
1,0.044044044044044044,0.3743689102656178,2.1081878195361585
1,0.04504504504504504,-0.5955948614425607,1.6386724468796414
1,0.04604604604604605,0.3837524659294248,1.7359129752834384
1,0.04704704704704705,-0.46612544583598925,2.6669569836996763
1,0.04804804804804805,0.30142493560647576,1.9953665599957242
1,0.04904904904904905,1.2601299981550946,0.8993072911259559
1,0.050050050050050046,1.7615042464658686,2.4753872712708356
1,0.05105105105105105,1.5332586002425517,3.8756328179418067
1,0.05205205205205205,1.8735676897066456,3.652976552630121
1,0.05305305305305305,1.5466228741431531,3.135301912021906
1,0.05405405405405406,1.1463316138276074,2.2844067007314717
